Total project count,To-do list,Program,Program Targets/Solicitation,Program Website,Companies,Status,Recipient Type,Start Date,End Date,Tech Category,Website(s),,,Tagline,Outcome,,Comments,,,,,,,,,,,
1,0,REACT,https://drive.google.com/open?id=1ufHUrOtl8s0WewXvwYiawstnV2GsKnTa ,https://arpa-e.energy.gov/?q=arpa-e-programs/react,Northeastern University,ALUMNI,Non-profit,2/24/12,12/31/13,Resource Efficiency,https://patents.google.com/patent/US10332661B2/en?inventor=Laura+H.+Lewis&oq=+Laura+H.+Lewis,,,Iron-Nickel-Based Supermagnets,Persist,,,,,,,,,,,,,
1,0,REACT,https://drive.google.com/open?id=1ufHUrOtl8s0WewXvwYiawstnV2GsKnTa ,https://arpa-e.energy.gov/?q=arpa-e-programs/react,Pacific Northwest National Laboratory (PNNL),ALUMNI,Non-profit,1/1/12,9/30/15,Resource Efficiency,https://iopscience.iop.org/article/10.1088/0953-8984/26/6/064212/meta,https://reader.elsevier.com/reader/sd/pii/S1359645418305858?token=128554AEB3D13F8AFBB4BE2311E8F19AE9F86BCCA3EB724011206DDFA706D6F6BB040466B804A9566B79B5A7C5CDB332,,Manganese-Based Magnets,Persist,,also looks at other candidate materials,,,,,,,,,,,
1,0,REACT,https://drive.google.com/open?id=1ufHUrOtl8s0WewXvwYiawstnV2GsKnTa ,https://arpa-e.energy.gov/?q=arpa-e-programs/react,QM Power,ALUMNI,For-profit,1/1/12,2/28/15,Resource Efficiency,https://www.qmpower.com/,https://www.prnewswire.co.uk/news-releases/doe-awards-strengthen-qm-power-focus-to-become-preeminent-energy-solutions-provider-for-hvacr-273419941.html,,"Efficient, High-Torque Electric Vehicle Motor",Pivot,,new market,,,,,,,,,,,
1,0,REACT,https://drive.google.com/open?id=1ufHUrOtl8s0WewXvwYiawstnV2GsKnTa ,https://arpa-e.energy.gov/?q=arpa-e-programs/react,University of Alabama,ALUMNI,Non-profit,2/8/12,9/30/13,Resource Efficiency,https://www.osti.gov/servlets/purl/1133257,,,Rare-Earth-Free Nanostructure Magnets,Persist,,,,,,,,,,,,,
1,0,REACT,https://drive.google.com/open?id=1ufHUrOtl8s0WewXvwYiawstnV2GsKnTa ,https://arpa-e.energy.gov/?q=arpa-e-programs/react,University of Houston,ALUMNI,Non-profit,1/1/12,6/30/15,Resource Efficiency,https://arpa-e.energy.gov/sites/default/files/Brookhaven_AMSC_University%20of%20Houson_SuperPower_ImpactSheet_FINAL.pdf,,,Low-Cost Superconducting Wire for Wind Generators,Persist,,,,,,,,,,,,,
1,0,REACT,https://drive.google.com/open?id=1ufHUrOtl8s0WewXvwYiawstnV2GsKnTa ,https://arpa-e.energy.gov/?q=arpa-e-programs/react,University of Minnesota (UMN),ALUMNI,Non-profit,1/1/12,9/30/15,Resource Efficiency,https://patents.google.com/patent/US20170243680A1/en,,,Iron-Nitride-Based Magnets,Persist,,,,,,,,,,,,,
1,0,REACT,https://drive.google.com/open?id=1ufHUrOtl8s0WewXvwYiawstnV2GsKnTa ,https://arpa-e.energy.gov/?q=arpa-e-programs/react,University of Texas at Dallas (UT Dallas),ALUMNI,Non-profit,6/7/12,2/15/15,Resource Efficiency,https://scholar.google.com/citations?hl=en&user=QpmecYkAAAAJ&view_op=list_works&sortby=pubdate#d=gs_md_cita-d&u=%2Fcitations%3Fview_op%3Dview_citation%26hl%3Den%26user%3DQpmecYkAAAAJ%26cstart%3D20%26pagesize%3D80%26sortby%3Dpubdate%26citation_for_view%3DQpmecYkAAAAJ%3A4MWp96NkSFoC%26tzom%3D240,https://patents.google.com/patent/US9231457B2/en,,Double-Stator Motor Design,Persist,,,,,,,,,,,,,
1,0,REACT,https://drive.google.com/open?id=1ufHUrOtl8s0WewXvwYiawstnV2GsKnTa ,https://arpa-e.energy.gov/?q=arpa-e-programs/react,Virginia Commonwealth University (VCU),ALUMNI,Non-profit,1/1/12,12/31/13,Resource Efficiency,https://www.osti.gov/servlets/purl/1133424,https://patents.google.com/patent/US9773594B2/en,http://www.nanofoundry.us/news/,Carbon-Based Magnets,Persist,,although website news not updated since 2015,,,,,,,,,,,
1,0,SHIELD,https://drive.google.com/open?id=1OEXQ7BrNEP6F8G5Ybx_zBT6B-O-Z7fVT ,https://arpa-e.energy.gov/?q=arpa-e-programs/shield,Triton Systems,ALUMNI,For-profit,2/6/17,3/13/18,Building Efficiency,http://www.tritonsys.com/,https://www.sbir.gov/sbirsearch/detail/1227723,,Multifunctional Glazing System,Persist,,can't find on business website,,,,,,,,,,,
127,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,
