Total project count,To-do list,Program,Program FOA,Program Website,Companies,Status,Recipient Type,Start Date,End Date,Tech Category,Website(s),,,Tagline,Outcome,Comments,,,,,,,,
1,0,OPEN 2012,https://drive.google.com/open?id=11ZzOee8woyMAKrGeWGYXkFbi7WwS-d15 ,https://arpa-e.energy.gov/?q=arpa-e-programs/open-2012,Ceramatec,ALUMNI,For-profit,2/1/2013,3/31/2017,Transportation Storage,Website doesn't work,https://pubs.rsc.org/en/content/articlepdf/2018/ee/c7ee03595k,,Mid-Temperature Fuel Cells for Vehicles,Pivot,"Ceramatec company seems to have dropped funding, but project PI now at https://oxeonenergy.com",,,,,,,,
1,0,OPEN 2012,https://drive.google.com/open?id=11ZzOee8woyMAKrGeWGYXkFbi7WwS-d15 ,https://arpa-e.energy.gov/?q=arpa-e-programs/open-2012,Georgia Tech Research Corporation,ALUMNI,Non-profit,3/20/2013,3/19/2016,Transportation Storage,https://industry.gatech.edu/technology/graphene-based-supercapacitors,,,Graphene-Based Supercapacitors,Pivot,"Can't find anything selling this? PI published on graphene supercaps in 2018, but has since moved on",,,,,,,,
1,0,OPEN 2012,https://drive.google.com/open?id=11ZzOee8woyMAKrGeWGYXkFbi7WwS-d15 ,https://arpa-e.energy.gov/?q=arpa-e-programs/open-2012,Palo Alto Research Center (PARC),ALUMNI,For-profit,3/1/2013,6/11/2014,Transportation Storage,https://www.parc.com/technologies/coextrusion/,https://www.energy.gov/sites/prod/files/2016/06/f32/es266_cobb_2016_o_web.pdf,https://patents.google.com/patent/US9755221B2/en,Innovative Manufacturing Process for Li-Ion Batteries,Persist,,,,,,,,,
1,0,OPEN 2012,https://drive.google.com/open?id=11ZzOee8woyMAKrGeWGYXkFbi7WwS-d15 ,https://arpa-e.energy.gov/?q=arpa-e-programs/open-2012,Tai-Yang Research Company (TYRC),ALUMNI,For-profit,2/15/2013,3/6/2017,Transportation Storage,http://www.tai-yang.com/,,,"High-Power, Low-Cost Superconducting Cable",Pivot,"nothing seems to have resulted, not listed in products",,,,,,,,
1,0,OPEN 2012,https://drive.google.com/open?id=11ZzOee8woyMAKrGeWGYXkFbi7WwS-d15 ,https://arpa-e.energy.gov/?q=arpa-e-programs/open-2012,"University of California, Santa Barbara (UCSB)",ALUMNI,Non-profit,3/15/2013,6/30/2016,Transportation Storage,,,,Boosted Capacitors,Pivot,"hasn't published since 2015, nothing came about",,,,,,,,
1,0,OPEN 2012,https://drive.google.com/open?id=11ZzOee8woyMAKrGeWGYXkFbi7WwS-d15 ,https://arpa-e.energy.gov/?q=arpa-e-programs/open-2012,"University of Nevada, Las Vegas (UNLV)",ALUMNI,Non-profit,2/14/2013,2/13/2016,Transportation Storage,https://scholar.google.com/citations?hl=en&user=xhrYzgsAAAAJ&view_op=list_works&sortby=pubdate,https://patents.google.com/patent/US20170275172A1/en,,Fire-Resistant Solid Electrolytes,Pivot,PI has moved on,,,,,,,,
1,0,BEEST,https://drive.google.com/open?id=1fdci1YFMoLUR4WoRNAiHZe0TjZ6bW5IH ,,24M Technologies,ALUMNI,For-profit,9/1/2010,2/28/2014,Transportation Storage,http://24-m.com/,,,Semi-Solid Flowable Battery Electrodes,Pivot,"""Within the first year of its ARPA-E project, 24M pivoted from its initial flow-cell design to a new approach that focused on expanding the thickness of the electrodes in a battery""",,,,,,,,
1,0,BEEST,https://drive.google.com/open?id=1fdci1YFMoLUR4WoRNAiHZe0TjZ6bW5IH ,,Applied Materials,ALUMNI,For-profit,7/1/2010,9/30/2013,Transportation Storage,http://www.appliedmaterials.com/,,,New Electrode Manufacturing Process Equipment,Perish,"Not working on lithium ion, but still doing additive manufacturing. Not sure pivot or perish",,,,,,,,
1,0,BEEST,https://drive.google.com/open?id=1fdci1YFMoLUR4WoRNAiHZe0TjZ6bW5IH ,,Pellion Technologies,ALUMNI,For-profit,9/1/2010,12/31/2012,Transportation Storage,http://www.pelliontech.com/,,,Rechargeable Magnesium Batteries,Pivot,Lithium metal now,,,,,,,,
1,0,BEEST,https://drive.google.com/open?id=1fdci1YFMoLUR4WoRNAiHZe0TjZ6bW5IH ,,PolyPlus Battery Company,ALUMNI,For-profit,7/1/2010,12/31/2012,Transportation Storage,http://polyplus.com/,,,Rechargeable Lithium-Air Batteries,Pivot,Solid State,,,,,,,,
1,0,BEEST,https://drive.google.com/open?id=1fdci1YFMoLUR4WoRNAiHZe0TjZ6bW5IH ,,Recapping,ALUMNI,For-profit,7/1/2010,12/31/2012,Transportation Storage,None,,,High Energy Density Capacitors,Pivot,Now working on solid state electrolytes,,,,,,,,
1,0,BEEST,https://drive.google.com/open?id=1fdci1YFMoLUR4WoRNAiHZe0TjZ6bW5IH ,,Sila Nanotechnologies,ALUMNI,For-profit,10/1/2012,3/31/2016,Transportation Storage,https://silanano.com/,https://arpa-e.energy.gov/?q=impact-sheet/sila-beest-sbir,,Double Energy Density Anodes for Lithium-Ion Batteries,Persist,,,,,,,,,
1,0,BEEST,https://drive.google.com/open?id=1fdci1YFMoLUR4WoRNAiHZe0TjZ6bW5IH ,,Sion Power,ALUMNI,For-profit,10/1/2010,9/30/2013,Transportation Storage,https://sionpower.com/products/,,,Lithium-Sulfur Batteries,Pivot,"Li-metal, Ni rich cathode",,,,,,,,
1,0,BEEST,https://drive.google.com/open?id=1fdci1YFMoLUR4WoRNAiHZe0TjZ6bW5IH ,,Stanford University,ALUMNI,Non-profit,7/1/2010,6/30/2012,Transportation Storage,,,,The All-Electron Battery,Pivot,http://cafe.foundation/blog/electron-battery-stanford-strikes/ quantumscape (I think that's solid state electrolytes?),,,,,,,,
1,0,BEEST,https://drive.google.com/open?id=1fdci1YFMoLUR4WoRNAiHZe0TjZ6bW5IH ,,Xilectric,ALUMNI,For-profit,10/1/2012,9/30/2015,Transportation Storage,https://www.xilectric.com/,,,Reinventing the Edison Battery,Pivot,"Li-ion now
",,,,,,,,
1,0,BEEST,https://drive.google.com/open?id=1fdci1YFMoLUR4WoRNAiHZe0TjZ6bW5IH ,,Missouri University of Science & Technology (Missouri S&T),CANCELLED,Non-profit,8/1/2010,1/16/2013,Transportation Storage,https://scholar.google.com/citations?hl=en&user=IHUOFK4AAAAJ&view_op=list_works&sortby=pubdate,,,Lithium-Air Battery,Perish,"PI not researching Li-Air anymore
",,,,,,,,
1,0,BEEST,https://drive.google.com/open?id=1fdci1YFMoLUR4WoRNAiHZe0TjZ6bW5IH ,,Planar Energy Devices,CANCELLED,For-profit,7/1/2010,4/10/2012,Transportation Storage,http://planarenergy.com/,http://planarenergy.com/company-investors/,,Solid State Lithium Batteries,Persist,"SPEED manufacturing process is roll to roll, so same as this?",,,,,,,,
1,0,BEEST,https://drive.google.com/open?id=1fdci1YFMoLUR4WoRNAiHZe0TjZ6bW5IH ,,ReVolt Technology,CANCELLED,For-profit,10/1/2010,6/30/2012,Transportation Storage,None,,,Rechargeable Zinc-Air Batteries,Perish,Company seems to be gutted,,,,,,,,
1,0,HEATS,https://drive.google.com/open?id=1ZDDQhmKxpgy0gCLGMfGzMoF5yJCe2NWI ,https://arpa-e.energy.gov/?q=arpa-e-programs/heats,Sheetak,ALUMNI,For-profit,11/15/2011,3/31/2015,Transportation Storage,https://www.sheetak.com/technology,,,High Energy Density Thermal Batteries,Pivot,"not working on EVs anymore, seems to be just coolers",,,,,,,,
1,0,HEATS,https://drive.google.com/open?id=1ZDDQhmKxpgy0gCLGMfGzMoF5yJCe2NWI ,https://arpa-e.energy.gov/?q=arpa-e-programs/heats,United Technologies Research Center (UTRC),ALUMNI,For-profit,1/4/2012,1/3/2015,Transportation Storage,https://www.carrier.com/carrier/en/us/products-and-services/,https://patents.google.com/patent/US20160131400A1/en,,Hybrid Vapor Compression Adsorption System,Pivot,"can't tell if this technology is actually used, carrier doesn't mention anything about it specifically for EVs",,,,,,,,
1,0,HEATS,https://drive.google.com/open?id=1ZDDQhmKxpgy0gCLGMfGzMoF5yJCe2NWI ,https://arpa-e.energy.gov/?q=arpa-e-programs/heats,University of Texas at Austin (UT Austin),ALUMNI,Non-profit,11/21/2011,6/30/2015,Transportation Storage,,https://patents.google.com/patent/US20180320987A1/en,,Thermal Batteries for Electric Vehicles,Persist,Octillion advertises their thermal management systems?,,,,,,,,
1,0,HEATS,https://drive.google.com/open?id=1ZDDQhmKxpgy0gCLGMfGzMoF5yJCe2NWI ,https://arpa-e.energy.gov/?q=arpa-e-programs/heats,University of Utah,ALUMNI,Non-profit,12/1/2011,2/28/2015,Transportation Storage,,file:///Users/rebeccaciez/Downloads/energies-08-08406.pdf,,Advanced Metal-Hydrides-Based Thermal Battery,Perish,nothing new,,,,,,,,
1,0,IDEAS,https://drive.google.com/open?id=1A8u4oPAB431zgUzwqNS9vZSoChhWbBwl ,https://arpa-e.energy.gov/?q=arpa-e-programs/ideas,California Institute of Technology (Caltech),ALUMNI,Non-profit,8/25/2017,8/24/2018,Transportation Storage,https://scholar.google.com/citations?user=bNac9TgAAAAJ&hl=en&oi=ao,,,Nanomechanics of Electrodeposited Li,Persist,"they achieved what they set out to do. they've moved on to other things, but this research is still actively cited",,,,,,,,
1,0,IDEAS,https://drive.google.com/open?id=1A8u4oPAB431zgUzwqNS9vZSoChhWbBwl ,https://arpa-e.energy.gov/?q=arpa-e-programs/ideas,Lawrence Berkeley National Laboratory (LBNL),ALUMNI,Non-profit,9/1/2017,8/31/2018,Transportation Storage,https://scholar.google.com/citations?hl=en&user=RSh_Lt0AAAAJ&view_op=list_works&sortby=pubdate,,,Metal-Supported SOFC for Vehicles,Persist,"still working on SOFCs for vehicles, publishing this year",,,,,,,,
1,0,IDEAS,https://drive.google.com/open?id=1A8u4oPAB431zgUzwqNS9vZSoChhWbBwl ,https://arpa-e.energy.gov/?q=arpa-e-programs/ideas,Tetramer Technologies,ALUMNI,For-profit,3/31/2017,6/30/2018,Transportation Storage,https://tetramer.com/tetramer-technologies-products/,,,Enhanced Stability AEM at High Temperatures,Perish,"still selling PEM and not AEM
",,,,,,,,
1,0,RANGE,https://drive.google.com/open?id=1kW9jVVarIL1jAsdCQ78RN8wlElQZ0l7f ,https://arpa-e.energy.gov/?q=arpa-e-programs/range,Arizona State University (ASU),ALUMNI,Non-profit,11/25/2013,12/31/2015,Transportation Storage,https://sustainability.asu.edu/person/cody-friesen/,,,Multifunctional Cells for Electric Vehicles,Perish,,,,,,,,,
1,0,RANGE,https://drive.google.com/open?id=1kW9jVVarIL1jAsdCQ78RN8wlElQZ0l7f ,https://arpa-e.energy.gov/?q=arpa-e-programs/range,Bettergy,ALUMNI,For-profit,12/1/2013,9/30/2015,Transportation Storage,http://www.bettergy.com/,http://www.bettergy.com/about-us/news?start=20,,Beyond Lithium-Ion Solid-State Battery,Persist,I think they're still selling zinc,,,,,,,,
1,0,RANGE,https://drive.google.com/open?id=1kW9jVVarIL1jAsdCQ78RN8wlElQZ0l7f ,https://arpa-e.energy.gov/?q=arpa-e-programs/range,Cadenza Innovation,ALUMNI,For-profit,2/10/2014,12/1/2017,Transportation Storage,https://cadenzainnovation.com/,,,Low-Cost Electric Vehicle Battery Architecture,Persist,,,,,,,,,
1,0,RANGE,https://drive.google.com/open?id=1kW9jVVarIL1jAsdCQ78RN8wlElQZ0l7f ,https://arpa-e.energy.gov/?q=arpa-e-programs/range,Ceramatec,ALUMNI,For-profit,1/1/2014,1/14/2017,Transportation Storage,"https://www.coorstek.com/english/search-results/#/mainTitle?searchQuery=%5B%7B%22name%22:%22Type%22,%22filters%22:%5B%5D%7D,%7B%22name%22:%22Product%22,%22filters%22:%5B%5D%7D,%7B%22name%22:%22Industry%22,%22filters%22:%5B%7B%22name%22:%22Energy%22%7D%5D%7D,%7B%22name%22:%22Sub%20Industries%22,%22filters%22:%5B%5D%7D,%7B%22name%22:%22Material%22,%22filters%22:%5B%5D%7D,%7B%22name%22:%22Sub%20Material%22,%22filters%22:%5B%5D%7D,%7B%22name%22:%22Service%22,%22filters%22:%5B%5D%7D,%7B%22name%22:%22Sub%20Service%22,%22filters%22:%5B%5D%7D%5D",,,Advanced Lithium-Sulfur Batteries,Perish,"nothing about solid state battery membranes
",,,,,,,,
1,0,RANGE,https://drive.google.com/open?id=1kW9jVVarIL1jAsdCQ78RN8wlElQZ0l7f ,https://arpa-e.energy.gov/?q=arpa-e-programs/range,EnZinc,ALUMNI,For-profit,2/19/2014,3/27/2015,Transportation Storage,http://www.enzinc.com/index.html,,,"Rechargeable, Long-Life, Zinc-Air Battery",Persist,still working on zinc-air,,,,,,,,
1,0,RANGE,https://drive.google.com/open?id=1kW9jVVarIL1jAsdCQ78RN8wlElQZ0l7f ,https://arpa-e.energy.gov/?q=arpa-e-programs/range,General Electric (GE) Power & Water,ALUMNI,For-profit,3/28/2014,4/2/2015,Transportation Storage,,,,Water-Based Flow Battery for EVs,Perish,,,,,,,,,
1,0,RANGE,https://drive.google.com/open?id=1kW9jVVarIL1jAsdCQ78RN8wlElQZ0l7f ,https://arpa-e.energy.gov/?q=arpa-e-programs/range,Jet Propulsion Laboratory (JPL),ALUMNI,Non-profit,4/30/2014,5/18/2016,Transportation Storage,http://ma.ecsdl.org/content/MA2015-01/1/22.short,,,Metal Hydride-Air Battery,Perish,nothing new,,,,,,,,
1,0,RANGE,https://drive.google.com/open?id=1kW9jVVarIL1jAsdCQ78RN8wlElQZ0l7f ,https://arpa-e.energy.gov/?q=arpa-e-programs/range,National Renewable Energy Laboratory (NREL),ALUMNI,Non-profit,1/6/2014,2/18/2015,Transportation Storage,https://www.nrel.gov/docs/fy16osti/66742.pdf,,,Renewable Organics for Flow Battery,Perish,"""While these values still fall short of project goals, they still offer improved potential for grid applications and could prove suitable for automotive use.""",,,,,,,,
1,0,RANGE,https://drive.google.com/open?id=1kW9jVVarIL1jAsdCQ78RN8wlElQZ0l7f ,https://arpa-e.energy.gov/?q=arpa-e-programs/range,Oak Ridge National Laboratory (ORNL),ALUMNI,Non-profit,6/1/2014,12/31/2015,Transportation Storage,https://paperpile.com/app/p/f6cd3b1d-6ad4-01e1-867d-4aac32ab81d8,,,Light-weight Battery with Built-in Safety Features,Pivot,nothing new but group still seems to be working on EV batteries?,,,,,,,,
1,0,RANGE,https://drive.google.com/open?id=1kW9jVVarIL1jAsdCQ78RN8wlElQZ0l7f ,https://arpa-e.energy.gov/?q=arpa-e-programs/range,Oak Ridge National Laboratory (ORNL),ALUMNI,Non-profit,11/1/2013,10/31/2015,Transportation Storage,https://scholar.google.com/citations?hl=en&user=IwBKmykAAAAJ&view_op=list_works&sortby=pubdate,,,Impact-Resistant Electrolyte,Pivot,nothing recent on this,,,,,,,,
1,0,RANGE,https://drive.google.com/open?id=1kW9jVVarIL1jAsdCQ78RN8wlElQZ0l7f ,https://arpa-e.energy.gov/?q=arpa-e-programs/range,Pennsylvania State University (Penn State),ALUMNI,Non-profit,11/1/2013,12/31/2015,Transportation Storage,http://ma.ecsdl.org/content/MA2018-02/1/42.short,,,Structural Battery Power Panels,Pivot,,,,,,,,,
1,0,RANGE,https://drive.google.com/open?id=1kW9jVVarIL1jAsdCQ78RN8wlElQZ0l7f ,https://arpa-e.energy.gov/?q=arpa-e-programs/range,Princeton University,ALUMNI,Non-profit,12/11/2013,3/31/2015,Transportation Storage,,,,Long-Life Rechargeable Alkaline Batteries for EVs,Pivot,,,,,,,,,
1,0,RANGE,https://drive.google.com/open?id=1kW9jVVarIL1jAsdCQ78RN8wlElQZ0l7f ,https://arpa-e.energy.gov/?q=arpa-e-programs/range,Purdue University,ALUMNI,Non-profit,12/2/2013,12/31/2015,Transportation Storage,https://engineering.purdue.edu/ChenGroup/publications,https://patents.google.com/patent/US20150155534A1/en?oq=US+20150155534+A1,,Impact-Tolerant Electric Vehicle Batteries,Pivot,still working on batteries for EVs?,,,,,,,,
1,0,RANGE,https://drive.google.com/open?id=1kW9jVVarIL1jAsdCQ78RN8wlElQZ0l7f ,https://arpa-e.energy.gov/?q=arpa-e-programs/range,Solid Power,ALUMNI,For-profit,1/1/2014,6/30/2017,Transportation Storage,http://solidpowerbattery.com/,,,All Solid-State Lithium-Ion Battery,Pivot,"I think after this project, they stayed solid-state but moved from Li-ion (graphite) to Li-metal anode... I mean it's close so maybe persist?",,,,,,,,
1,0,RANGE,https://drive.google.com/open?id=1kW9jVVarIL1jAsdCQ78RN8wlElQZ0l7f ,https://arpa-e.energy.gov/?q=arpa-e-programs/range,Stanford University,ALUMNI,Non-profit,2/11/2014,9/30/2017,Transportation Storage,https://arpa-e.energy.gov/sites/default/files/Stanford-RANGE-May1.pdf,,,Multifunctional Battery Chassis Systems,Pivot,"I don't think they hit targets for this call ""Ultimately, the team expects to be able to achieve an energy density of ~180 Wh/kg, comparable to leading available EV batteries. Compared to commercially avail-able packs with protective plates, the multifunctional battery could achieve up to 30% overall weight savings, which will translate to sub-stantial reduction in fuel consumption.""",,,,,,,,
1,0,RANGE,https://drive.google.com/open?id=1kW9jVVarIL1jAsdCQ78RN8wlElQZ0l7f ,https://arpa-e.energy.gov/?q=arpa-e-programs/range,"University of California, Los Angeles (UCLA)",ALUMNI,Non-profit,9/29/2016,9/28/2017,Transportation Storage,https://www.sciencedirect.com/science/article/pii/S240582971730483X,,,"Long-Life, Acid-Based Battery",Pivot,group moved on?,,,,,,,,
1,0,RANGE,https://drive.google.com/open?id=1kW9jVVarIL1jAsdCQ78RN8wlElQZ0l7f ,https://arpa-e.energy.gov/?q=arpa-e-programs/range,"University of California, San Diego (UC San Diego)",ALUMNI,Non-profit,2/19/2014,4/28/2017,Transportation Storage,https://arpa-e.energy.gov/sites/default/files/UCSD-RANGE-May1.pdf,,,Multifunctional Battery Systems for Electric Vehicles,Persist,"project is continuing, but didn't really hit call objectives",,,,,,,,
1,0,RANGE,https://drive.google.com/open?id=1kW9jVVarIL1jAsdCQ78RN8wlElQZ0l7f ,https://arpa-e.energy.gov/?q=arpa-e-programs/range,University of Houston,ALUMNI,Non-profit,11/13/2013,8/12/2015,Transportation Storage,https://scholar.google.com/citations?hl=en&user=jtfLb6gAAAAJ&view_op=list_works&sortby=pubdate,,,Low-Cost Water-Based Electric Vehicle Batteries,Pivot,"published on Ca battery, but have since moved on",,,,,,,,
1,0,RANGE,https://drive.google.com/open?id=1kW9jVVarIL1jAsdCQ78RN8wlElQZ0l7f ,https://arpa-e.energy.gov/?q=arpa-e-programs/range,BASF,CANCELLED,For-profit,2/18/2014,6/30/2015,Transportation Storage,https://catalysts.basf.com/news/basf-grants-nickel-metal-hydride-battery-materials-license-to-kawasaki-heavy-industries-ltd,,,Rare-Earth Free EV Batteries,Pivot,still doing NiHM?,,,,,,,,
1,0,RANGE,https://drive.google.com/open?id=1kW9jVVarIL1jAsdCQ78RN8wlElQZ0l7f ,https://arpa-e.energy.gov/?q=arpa-e-programs/range,Illinois Institute of Technology (IIT),CANCELLED,Non-profit,1/1/2014,12/31/2015,Transportation Storage,https://patents.google.com/patent/US10153511B2/en,https://scholar.google.com/citations?hl=en&user=tWbKlfMAAAAJ&view_op=list_works&sortby=pubdate,,Nanoelectrofuel Flow Battery for Electric Vehicles,Pivot,"the guy is still working on ""nanoelectrofuels"" or whatever, seems to be jumping to different materials, so not perish?",,,,,,,,
