,Unnamed: 0,companies,description,endDate,program,projectStatus,projecturl,startDate,state,tagline,techCat1,techCat2,awardAmount,OPEN,costTarget,recipientType,Partners,coder1,coder2,coder3,coder4,coder5,coder1notes,coder2notes,coder3notes,coder4notes,coder5notes,dummyCoder,FinalDecision,Notes,counter,endYr,startYr,yrGrp,early,middle,late,dum09,dum10,dum11,dum12,dum13,dum14,dum15,dum16,dum17,dum18,ForProf,TC_TF,TC_DG,TC_TS,TC_SS,TC_BE,TC_RE,TC_ME,TC_CG,TC_EE,TC_GR,TC_TV,TC_TN,TC_OT
229,229,Pacific Northwest National Laboratory (PNNL),"Pacific Northwest National Laboratory (PNNL) is designing more efficient adsorption chillers by incorporating significant improvements in materials that adsorb liquids or gases. An adsorption chiller is a type of air conditioner that is powered by heat, solar or waste heat, or combustion of natural gas. Unlike typical chillers, an adsorption chiller has few moving parts and uses almost no electricity to operate. PNNL is designing adsorbent materials at the molecular level that have at least 3 times higher refrigerant capacity and up to 20 times faster kinetics than adsorbents used in current chillers. By using the new adsorbent, PNNL is able to create a chiller that is significantly smaller, has twice the energy efficiency, and lower material and assembly costs compared to conventional adsorption chillers. PNNL received a separate award of up to $2,190,343 from the Department of the Navy to help decrease military fuel use.
",2015-07-31,BEETIT,ALUMNI,?q=slick-sheet-project/high-efficiency-adsorption-chillers,2010-09-15,Washington,High-Efficiency Adsorption Chillers,Building Efficiency, ,2.733685,0.0,Yes,Non-profit,1,Persist,blank,Persist,blank,blank,,blank,,blank,blank,blank,Persist,,0,5.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230,230,Pacific Northwest National Laboratory (PNNL),"Pacific Northwest National Laboratory (PNNL) is developing a thermal energy storage system based on a Reversible Metal Hydride Thermochemical (RMHT) system, which uses metal hydride as a heat storage material. Heat storage materials are critical to the energy storage process. In solar thermal storage systems, heat can be stored in these materials during the day and released at night--when the sun is not out--to drive a turbine and produce electricity. In nuclear storage systems, heat can be stored in these materials at night and released to produce electricity during daytime peak-demand hours. PNNL's metal hydride material can reversibly store heat as hydrogen cycles in and out of the material. In a RHMT system, metal hydrides remain stable in high temperatures (600- 800?C). A high-temperature tank in PNNL's storage system releases heat as hydrogen is absorbed, and a low-temperature tank stores the heat until it is needed. The low-cost material and simplicity of PNNL's thermal energy storage system is expected to keep costs down. The system has the potential to significantly increase energy density.

",2014-04-30,HEATS,ALUMNI,?q=slick-sheet-project/metal-hydride-thermal-storage,2011-12-05,Washington,Metal Hydride Thermal Storage,Storage, ,0.712453,0.0,Yes,Non-profit,1,Pivot,blank,blank,blank,Persist,"still researching, not at cost target",blank,blank,blank,Do these National Lab efforts ever perish?; No commercial ,blank,Pivot,"still researching, not at cost target",0,4.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
231,231,Palo Alto Research Center (PARC),"Palo Alto Research Center (PARC) is developing high performance, low-cost thermoelectric devices on flexible substrates that will enable the capture of low-temperature waste heat (100?C to 250?C), an abundant and difficult-to-harness energy resource. PARC's innovative manufacturing process is based on their co-extrusion printing technology which can simultaneously deposit different materials at high speed thereby facilitating fast, large-area production at low cost. Flexible thermoelectric devices will broaden their utility to applications on non-flat surfaces such as wrapping heat transfer piping. Additionally, since thermoelectrics can be applied directly onto most waste heat sources, expensive heat exchangers to transfer heat to a generator are unnecessary. PARC's existing co-extrusion printing technology, paired with partner Novus Energy's nanomaterials, is uniquely suited for the development of Large Area Thermoelectric Generator (LATEG) technology on flexible substrates, as it allows for the optimization of microscale device structures while maintaining the nanoscale properties of the materials through a process that is scalable to low cost, large-area manufacturing. If successful, development and deployment of efficient flexible thermoelectric technologies would enable recapture of a large amount of wasted energy in the U.S. industrial sector.  <br/>
",2017-03-31,IDEAS,ALUMNI,?q=slick-sheet-project/large-area-thermoelectric-generators,2015-12-17,California,Large-Area Thermoelectric Generators,Resource Efficiency, ,0.499834,1.0,No,For-profit,0,Pivot,blank,Persist,blank,blank,"Still not quite cheap enough, but might be in-use for niche applicatins",blank,,blank,blank,blank,Pivot,,0,7.0,6.0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
232,232,Palo Alto Research Center (PARC),"Palo Alto Research Center (PARC) is developing an advanced diagnostic probe that identifies the composition of light metal scrap for efficient sorting and recycling. Current sorting technologies for light metals are costly and inefficient because they cannot distinguish between different grades of light metals for recycling. Additionally, state-of-the-art electrochemical probes rely on aqueous electrolytes that are not optimally suited for separating light metal scrap. PARC's probe, however, uses a novel liquid, which enables a chemical reaction with light metals to represent their alloy composition accurately. A probe that is more accurate than existing methods could separate scrap based on alloy quality to obtain low-cost, high-quality aluminum.
",2016-05-31,METALS,ALUMNI,?q=slick-sheet-project/electrochemical-probe-rapid-scrap-metal-sorting,2013-12-12,California,Electrochemical Probe for Rapid Scrap Metal Sorting,Manufacturing Efficiency, ,1.492128,0.0,Yes,For-profit,0,Perish,blank,blank,blank,Persist,"Nothing recent, no licensee",blank,blank,blank,patent still active,blank,Perish,"Nothing recent, no licensee",0,6.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
233,233,Palo Alto Research Center (PARC),"Palo Alto Research Center (PARC) will develop its COPTER system to identify the energy-efficient routes most likely to be adopted by a traveler. PARC's system model will use currently available data from navigation tools, public transit, and intelligent transportation systems to simulate the Los Angeles transportation network and its energy use. For its control architecture, PARC will leverage its expertise in behavioral modeling and use machine-learning algorithms to predict the near-time travel needs of users, their constraints, and how likely they are to respond to suggested travel options. The system would send users recommendations for energy-efficient trips before departure, and could provide real-time guidance to users if adjustments in a trip need to be made to account for traffic or other unexpected interruptions. Unlike existing platforms, PARC's technology will be able to optimize for multiple travelers at the same time, organized by their most likely corridors of travel. This would prevent travelers from all pursuing the same alternative, which could cause additional traffic, and would also create dynamic ride-sharing options. By improving travelers' quality of service, PARC believes no further incentives are needed to encourage users to adopt the suggestions pushed to their smartphone.

",2018-07-27,TRANSNET,ALUMNI,?q=slick-sheet-project/collaborative-optimization-and-planning-transportation-energy-reduction-copter,2015-12-28,California,Collaborative Optimization and Planning for Transportation Energy Reduction (COPTER),Transportation Network, ,2.177717,0.0,No,For-profit,1,Persist,blank,blank,Persist,blank,,blank,blank,,blank,blank,Persist,,0,8.0,6.0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
234,234,Palo Alto Research Center (PARC),"Palo Alto Research Center (PARC) will work with BP and NASA's Ames Research Center to combine Xerox's low-cost print manufacturing and NASA's gas-sensing technologies to develop printable sensing arrays that will be integrated into a cost-effective, highly sensitive methane detection system. The system will be based on sensor array foils containing multiple printed carbon nanotube (CNT) sensors and supporting electronics. Each sensor element will be modified with dopants, coatings, or nanoparticles such that it responds differently to different gases. Through principal component analysis and machine learning techniques, the system will be trained for high sensitivity and selectivity for components of natural gas and interfering compounds. The goal is to be able to detect methane emissions with a sensitivity of 1 ppm and localize the source of emissions to within 1 meter, offering enhanced precision when compared to current equipment. By using low-cost printing techniques, the project team's system could offer an affordable alternative to more expensive optical methane detectors on the market today.
",2018-09-30,MONITOR,ALUMNI,?q=slick-sheet-project/system-printed-hybrid-intelligent-nano-chemical-sensors-sphincs,2015-05-11,California,System of Printed Hybrid Intelligent Nano-Chemical Sensors (SPHINCS),Resource Efficiency, ,3.395164,0.0,No,For-profit,1,Persist,blank,Persist,blank,blank,,blank,,blank,blank,blank,Persist,,0,8.0,6.0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
235,235,Palo Alto Research Center (PARC),"Palo Alto Research Center (PARC) is developing new fiber optic sensors that would be embedded into batteries to monitor and measure key internal parameters during charge and discharge cycles. Two significant problems with today's best batteries are their lack of internal monitoring capabilities and their design oversizing. The lack of monitoring interferes with the ability to identify and manage performance or safety issues as they arise, which are presently managed by very conservative design oversizing and protection approaches that result in cost inefficiencies. PARC's design combines low-cost, embedded optical battery sensors and smart algorithms to overcome challenges faced by today's best battery management systems. These advanced fiber optic sensing technologies have the potential to dramatically improve the safety, performance, and life-time of energy storage systems.

",2017-03-06,AMPED,ALUMNI,?q=slick-sheet-project/embedded-fiber-optic-sensing-system-battery-packs,2012-10-01,California,Embedded Fiber Optic Sensing System for Battery Packs,Storage,Transportation Storage,4.773952,0.0,No,For-profit,0,Persist,blank,blank,blank,Persist,,blank,blank,blank,The LG RESU batteries have built-in sensors to monitor cell temperature - https://www.cleanenergyreviews.info/blog/solar-battery-storage-lg-chem-leads-tesla,blank,Persist,,0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
236,236,Palo Alto Research Center (PARC),"Palo Alto Research Center (PARC), working with SPX Cooling Technologies, is developing a low-cost, passive radiative cooling panel for supplemental dry cooling at power plants. PARC's envisioned end product is a cooling module, consisting of multiple radiative cooling panels tiled over large, enclosed water channels that carry water from an initial cooling system, such as a dry-cooling tower. The cooling panel consists of a two-layer structure in which a reflective film sits atop a unique metamaterial-based emitter. In this architecture, the top layer completely reflects sunlight while the bottom layer effectively emits infrared radiation through a spectral window in the earth's atmosphere. This combination enables radiative cooling of the water even in full illumination by the sun. The cooling panel will be made using a lithography-free process compatible with roll-to-roll fabrication. In a large-scale system, the water temperature at the outlet of the cooling module is expected to be 8oC cooler than the temperature of the water at the inlet, which will result in a 3% efficiency gain for the power plant.
",2017-05-05,ARID,ALUMNI,?q=slick-sheet-project/radiative-film-supplemental-cooling-0,2015-08-06,California,Radiative Film for Supplemental Cooling,Resource Efficiency, ,0.999999,0.0,Yes,For-profit,0,Perish,blank,Persist,blank,blank,"PARC has some patents, but its not clear that their implementation partner is actually making this stuff, main research guy at parc left",blank,,blank,blank,blank,Perish,,0,7.0,6.0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
237,237,Palo Alto Research Center (PARC),"Palo Alto Research Center (PARC) is developing a new way to manufacture Li-Ion batteries that reduces manufacturing costs and improves overall battery performance. Traditionally, Li-Ion manufacturers make each layer of the battery separately and then integrate the layers together. PARC is working to manufacture a Li-ion battery by printing each layer simultaneously into an integrated battery, thereby streamlining the manufacturing process. Additionally, the battery structure includes narrow stripes inside the layers that increase the battery's overall energy storage.  Together, these innovations should allow the production of higher capacity batteries at dramatically lower manufacturing costs compared to today's Li-ion batteries.
",2014-06-11,OPEN 2012,ALUMNI,?q=slick-sheet-project/innovative-manufacturing-process-li-ion-batteries,2013-03-01,California,Innovative Manufacturing Process for Li-Ion Batteries,Transportation Storage, ,0.935022,1.0,No,For-profit,1,Persist,blank,blank,blank,blank,,blank,blank,blank,blank,blank,Persist,,0,4.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
238,238,Pellion Technologies,"Pellion Technologies is developing rechargeable magnesium batteries that would enable an EV to travel 3 times farther than it could using Li-ion batteries. Prototype magnesium batteries demonstrate excellent electrochemical behavior, delivering thousands of charge cycles with very little fade. Nevertheless, these prototypes have always stored too little energy to be commercially viable. Pellion Technologies is working to overcome this challenge by rapidly screening potential storage materials using proprietary, high-throughput computer models. To date, 12,000 materials have been identified and analyzed. The resulting best materials have been electrochemically tested, yielding several very promising candidates.
",2012-12-31,BEEST,ALUMNI,?q=slick-sheet-project/rechargeable-magnesium-batteries,2010-09-01,Massachusetts,Rechargeable Magnesium Batteries,Transportation Storage, ,3.20408,0.0,Yes,For-profit,1,Pivot,blank,blank,blank,blank,https://qz.com/1349245/the-next-major-innovation-in-batteries-might-be-here/,blank,blank,blank,blank,blank,Pivot,https://qz.com/1349245/the-next-major-innovation-in-batteries-might-be-here/,0,2.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
239,239,Pennsylvania State University (Penn State),"Pennsylvania State University (Penn State) will develop a process for cold-sintering of ceramic ion conductors below 200?C to achieve a commercially viable process for integration into batteries. Compared to liquid electrolytes, ceramics and ceramic composites exhibit various advantages, such as lower flammability, and larger electrochemical and thermal stability. One challenge with traditional ceramics is the propagation of lithium dendrites, branchlike metal fibers that short-circuit battery cells.  Penn State will create ceramic and ceramic/polymer composite electrolytes that resist dendrite growth by creating optimized microstructures via cold sintering. Sintering is the process of compacting and forming a solid mass by heat and/or pressure without melting it to the point of changing it to a liquid, similar to pressing a snowball together from loose snow. However, the high temperature required for traditional sintering of ceramics limits opportunities for integration in electrochemical systems and leads to high processing costs. Cold-sintering below 200?C changes the ability to control grain boundaries within ceramic materials, creates opportunities to tune interfaces, and opens the door for integration of different materials. It also allows large area co-processing of organic and inorganic materials in a one-step process, leading to savings in fabricating costs by eliminating the separate ceramic sintering steps and high-temperature processing.

",2018-12-31,IONICS,ALUMNI,?q=slick-sheet-project/cold-sintering-composite-structures,2017-01-01,Pennsylvania,Cold Sintering Composite Structures,Storage,Transportation Storage,1.0,0.0,Yes,Non-profit,0,Pivot,blank,blank,blank,Persist,"Research, not commercialized",blank,blank,blank,,blank,Pivot,"Research, not commercialized",0,8.0,8.0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
240,240,Pennsylvania State University (Penn State),"Pennsylvania State University (Penn State) is using a new fabrication process to build load-bearing lithium-ion batteries that could be used as structural components of electric vehicles. Conventional batteries remain independent of a vehicle's structure and require heavy protective components that reduce the energy to weight ratio of a vehicle. PowerPanels combine the structural components with a functional battery for an overall reduction in weight. Penn State's PowerPanels use a ""jelly roll"" design that winds battery components together in a configuration that is strong and stiff enough to be used as a structural component. The result of this would be a low-profile battery usable as a panel on the floor of a vehicle.
",2015-12-31,RANGE,ALUMNI,?q=slick-sheet-project/structural-battery-power-panels,2013-11-01,Pennsylvania,Structural Battery Power Panels,Transportation Storage, ,0.769144,0.0,Yes,Non-profit,0,Pivot,blank,blank,blank,blank,"Working on aircraft, not cars",blank,blank,blank,blank,blank,Pivot,"Working on aircraft, not cars",0,5.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
241,241,Pennsylvania State University (Penn State),"Pennsylvania State University (Penn State) is developing an innovative, reconfigurable design for electric vehicle battery packs that can re-route power in real time between individual cells. Much like how most cars carry a spare tire in the event of a blowout, today's battery packs contain extra capacity to continue supplying power, managing current, and maintaining capacity as cells age and degrade. Some batteries carry more than 4 times the capacity needed to maintain operation, or the equivalent of mounting 16 tires on a vehicle in the event that one tire goes flat. This overdesign is expensive and inefficient. Penn State's design involves unique methods of electrical reconfigurability to enable the battery pack to switch out cells as they age and weaken. The system would also contain control hardware elements to monitor and manage power across cells, identify damaged cells, and signal the need to switch them out of the circuit.
",2016-03-31,AMPED,ALUMNI,?q=slick-sheet-project/reconfigurable-battery-packs,2013-01-01,Pennsylvania,Reconfigurable Battery Packs,Storage,Transportation Storage,1.355208,0.0,No,Non-profit,1,Pivot,blank,blank,blank,Persist,"Seems to do a lot of controls research, but no product/spinnoff/actual arpa-e attribution",blank,blank,blank,Continuing to publish in space but didn't find commercialization,blank,Pivot,"Seems to do a lot of controls research, but no product/spinnoff/actual arpa-e attribution",0,6.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
242,242,Pennsylvania State University (Penn State),"Pennsylvania State University (Penn State) is engineering a type of bacteria known as Methanosarcina acetivorans to produce acetate from methane gas. Current approaches to methane conversion are energy-intensive and result in substantial waste of carbon dioxide. Penn State will engineer a pathway for converting methane to a chemical called acetate by reversing the natural pathway for acetate to methanol conversion. This new approach is advantageous because it consumes carbon dioxide, produces energy-rich carbon-carbon bonds, and conserves electrons to make the molecules produced reactive and easy to combine with other molecules. The acetate generated can be used to form polymers that can be further processed into liquid fuels.
",2017-06-30,REMOTE,ALUMNI,?q=slick-sheet-project/methane-acetate,2014-01-01,Pennsylvania,Methane-to-Acetate,Transportation Fuels, ,3.0,0.0,Yes,Non-profit,0,Pivot,blank,blank,Perish,blank,,blank,blank,Nothing published by any of the three patent authors on the subject since the end of the ARPA-E grant,blank,blank,Perish,,0,7.0,5.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
243,243,Pennsylvania State University (Penn State),"Pennsylvania State University (Penn State) is genetically engineering bacteria called Rhodobacter to use electricity or electrically generated hydrogen to convert carbon dioxide into liquid fuels. In collaboration with the University of Kentucky, Penn State is taking genes from oil-producing algae called Botryococcus braunii and putting them into Rhodobacter to produce hydrocarbon molecules, which closely resemble gasoline. Penn State is developing engineered tanks to support microbial fuel production and determining the most economical way to feed the electricity or hydrogen to the bacteria, including using renewable sources of power like solar energy.
",2014-06-30,Electrofuels,ALUMNI,?q=slick-sheet-project/genetically-modified-bacteria-fuel-production,2010-07-01,Pennsylvania,Genetically Modified Bacteria for Fuel Production,Transportation Fuels, ,1.602863,0.0,No,Non-profit,0,Pivot,blank,blank,Pivot,blank,,blank,blank,,blank,blank,Pivot,,0,4.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
244,244,Pennsylvania State University (Penn State),"Pennsylvania State University (Penn State) is designing a freezer that substitutes the use of sound waves and environmentally benign refrigerant for synthetic refrigerants found in conventional freezers. Called a thermoacoustic chiller, the technology is based on the fact that the pressure oscillations in a sound wave result in temperature changes. Areas of higher pressure raise temperatures and areas of low pressure decrease temperatures. By carefully arranging a series of heat exchangers in a sound field, the chiller is able to isolate the hot and cold regions of the sound waves. Penn State's chiller uses helium gas to replace synthetic refrigerants. Because helium does not burn, explode or combine with other chemicals, it is an environmentally-friendly alternative to other polluting refrigerants. Penn State is working to apply this technology on a large scale.
",2014-07-31,BEETIT,ALUMNI,?q=slick-sheet-project/helium-based-soundwave-chiller,2010-09-01,Pennsylvania,Helium-Based Soundwave Chiller,Building Efficiency, ,3.233147,0.0,Yes,Non-profit,0,Perish,blank,Persist,blank,blank,,blank,"https://scholar.google.com/scholar?as_ylo=2015&q=Robert+Keolian&hl=en&as_sdt=0,31",blank,blank,blank,Perish,,0,4.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
245,245,Phinix,"Phinix is developing a specialized cell that recovers high-quality magnesium from aluminum-magnesium scrap. Current aluminum refining uses chlorination to separate aluminum from other alloys, which results in a significant amount of salt-contaminated waste. Rather than using the conventional chlorination approach, Phinix's cell relies on a three-layer electrochemical melting process that has proven successful in purifying primary aluminum. Phinix will adapt that process to purify aluminum-magnesium scrap, recovering magnesium by separating that scrap based on the different densities within its mix. Phinix's cell could offer increased flexibility in managing costs because it can handle scrap of various chemical compositions, making use of scrap that is currently in low demand. With a more efficient design, the cell can recover and reuse aluminum-magnesium scrap at low cost with minimal waste.
",2015-03-01,METALS,ALUMNI,?q=slick-sheet-project/electrochemical-magnesium-extraction-scrap,2013-12-03,Kentucky,Electrochemical Magnesium Extraction from Scrap,Manufacturing Efficiency, ,0.758649,0.0,Yes,For-profit,0,Perish,blank,blank,blank,Persist,"Nothing updated, 1 patent app ",blank,blank,blank,patent still active,blank,Perish,"Nothing updated, 1 patent app ",0,5.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
246,246,Phononic Devices,"Phononic Devices is working to recapture waste heat and convert it into usable electric power. To do this, the company is using thermoelectric devices, which are made from advanced semiconductor materials that convert heat into electricity or actively remove heat for refrigeration and cooling purposes. Thermoelectric devices resemble computer chips, and they manage heat by manipulating the direction of electrons at the nanoscale. These devices aren't new, but they are currently too inefficient and expensive for widespread use. Phononic Devices is using a high-performance, cost-effective thermoelectric design that will improve the device's efficiency and enable electronics manufacturers to more easily integrate them into their products.

",2012-03-30,OPEN 2009,ALUMNI,?q=slick-sheet-project/improved-thermoelectric-devices,2009-12-11,North Carolina,Improved Thermoelectric Devices,Storage, ,2.999999,1.0,No,For-profit,1,Pivot,blank,blank,blank,Persist,,blank,blank,blank,No mention of waste heat conversion on products page; Article on thermoelectric waste heat market lists Phononic as major player in 2018 https://www.globenewswire.com/news-release/2018/11/23/1655916/0/en/Global-Thermoelectric-Generators-Market-2018-2024-Opportunities-in-the-Increase-In-The-Demand-For-Thermoelectric-Generators-In-Medical-Devices-Growing-Industrial-Automation-Across-.html ,blank,Pivot,,0,2.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
247,247,Physical Sciences Inc. (PSI),"Physical Sciences, Inc. (PSI), in conjunction with Heath Consultants Inc., Princeton University, the University of Houston, and Thorlabs Quantum Electronics, Inc., will miniaturize their laser-based Remote Methane Leak Detector (RMLD) and integrate it with PSI's miniature unmanned aerial vehicle (UAV), known as the InstantEye, to create the RMLD-Sentry. The measurement system is planned to be fully autonomous, providing technical and cost advantages compared to manual leak detection methods. The team anticipates that the system would have the ability to measure ethane, as well as methane, which would allow it to distinguish biogenic from thermogenic sources. The RMLD-Sentry is planned to locate wellpad leak sources and quantify emission rates by periodically surveying the wellpad, circling the facility at a low altitude, and dynamically changing its flight pattern to focus in on leak sources. When not in the air, RMLD-Sentry would monitors emissions around the perimeter of the site. If methane is detected, the UAV would self-deploy and search the wellpad until the leak location is identified and flow rate is quantified using algorithms to be developed by the team. PSI's design is anticipated to facilitate up to a 95% reduction in methane emissions at natural gas sites at an annualized cost of about $2,250 a year - a fraction of the cost of current systems that allow for continuous monitoring. In addition to requiring less manpower for continuous monitoring, the team expects to develop techniques to reduce manufacturing costs for the laser sources by applying economies of scale and streamlined manufacturing processes.
",2018-12-31,MONITOR,ALUMNI,?q=slick-sheet-project/methane-leak-detection-system,2015-04-16,Massachusetts,Methane Leak Detection System,Resource Efficiency, ,2.948259,0.0,No,For-profit,0,Pivot,blank,Persist,blank,blank,,blank,,blank,blank,blank,Pivot,,0,8.0,6.0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
248,248,Plant Sensory Systems (PSS),"Plant Sensory Systems (PSS) is developing an enhanced energy beet that will provide an improved fermentable feedstock. A gene that has been shown to increase biomass and soluble sugars in other crop species will be introduced into beets in order produce higher levels of non-food-grade sugars and use both nutrients and water more efficiently. These engineered beets will have a lower cost of production and increased yield of fermentable sugars to help diversify feedstocks for bioproduction of fuel molecules.

",2017-06-14,OPEN 2012,ALUMNI,?q=slick-sheet-project/better-biofuel-feedstock-beets,2013-03-15,Marylan,Better Biofuel Feedstock from Beets,Transportation Fuels, ,2.050471,1.0,No,For-profit,1,Persist,blank,blank,Persist,blank,,blank,blank,,blank,blank,Persist,,0,7.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
249,249,PolyPlus Battery Company,"PolyPlus Battery Company is developing the world's first commercially available rechargeable lithium-air (Li-Air) battery. Li-Air batteries are better than the Li-Ion batteries used in most EVs today because they breathe in air from the atmosphere for use as an active material in the battery, which greatly decreases its weight. Li-Air batteries also store nearly 700% as much energy as traditional Li-Ion batteries. A lighter battery would improve the range of EVs dramatically. PolyPlus is on track to making a critical breakthrough: the first manufacturable protective membrane between its lithium-based negative electrode and the reaction chamber where it reacts with oxygen from the air. This gives the battery the unique ability to recharge by moving lithium in and out of the battery's reaction chamber for storage until the battery needs to discharge once again. Until now, engineers had been unable to create the complex packaging and air-breathing components required to turn Li-Air batteries into rechargeable systems.
",2012-12-31,BEEST,ALUMNI,?q=slick-sheet-project/rechargeable-lithium-air-batteries,2010-07-01,California,Rechargeable Lithium-Air Batteries,Transportation Storage, ,5.39631,0.0,Yes,For-profit,0,Persist,blank,blank,blank,blank,,blank,blank,blank,blank,blank,Persist,,0,2.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
250,250,PolyPlus Battery Company,"PolyPlus Battery Company is developing an innovative, water-based Lithium-Sulfur (Li-S) battery. Today, Li-S battery technology offers the lightest high-energy batteries that are completely self-contained. New features in these water-based batteries make PolyPlus' lightweight battery ideal for a variety of military and consumer applications. The design could achieve energy densities between 400-600 Wh/kg, a substantial improvement from today's state-of-the-art Li-Ion batteries that can hold only 150 Wh/kg. PolyPlus' technology--with applications for vehicle transportation as well as grid storage--would be able to transition to a widespread commercial and military market.
",2016-03-31,OPEN 2012,ALUMNI,?q=slick-sheet-project/low-cost-high-performance-lithium-sulfur-batteries,2013-02-06,California,"Low-Cost, High-Performance Lithium-Sulfur Batteries",Storage, ,4.5,1.0,No,For-profit,0,Pivot,blank,blank,blank,Persist,Not doing lithium-sulfur,blank,blank,blank,"In co's pipeline, but at bottom of 4 chemistries (http://polyplus.com/product-pipeline/#product-5)",blank,Pivot,Not doing lithium-sulfur,0,6.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
251,251,Porifera,"Porifera is developing carbon nanotube membranes that allow more efficient removal of CO<sub>2</sub> from coal plant exhaust. Most of today's carbon capture methods use chemical solvents, but capture methods that use membranes to draw CO<sub>2</sub> out of exhaust gas are potentially more efficient and cost effective. Traditionally, membranes are limited by the rate at which they allow gas to flow through them and the amount of CO<sub>2</sub> they can attract from the gas. Smooth support pores and the unique structure of Porifera's carbon nanotube membranes allows them to be more permeable than other polymeric membranes, yet still selective enough for CO<sub>2</sub> removal. This approach could overcome the barriers facing membrane-based approaches for capturing CO<sub>2</sub> from coal plant exhausts.
",2013-03-31,OPEN 2009,ALUMNI,?q=slick-sheet-project/carbon-nanotube-membranes,2010-03-01,California,Carbon Nanotube Membranes,Resource Efficiency, ,1.153974,1.0,No,For-profit,1,Perish,blank,Pivot,blank,blank,Nothing for CO2 removal,blank,"has potential, but need CO2 capture regs; see more potential in alt energy-water membrane",blank,blank,blank,Perish,,0,3.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
252,252,Pratt & Whitney Rocketdyne (PWR),"Pratt &amp; Whitney Rocketdyne (PWR) is developing a new combustor for gas turbine engines that uses shockwaves for more efficient combustion through a process known as continuous detonation. These combustors would enable more electricity to be generated from a given amount of natural gas, increasing the efficiency of gas turbine engines while reducing greenhouse gas emissions. PWR will design and build continuous detonation combustors and test them in a simulated gas turbine environment to demonstrate the feasibility of incorporating the technology into natural gas-fueled turbine electric power generators.
",2015-03-15,OPEN 2012,ALUMNI,?q=slick-sheet-project/continuous-detonation-engine-combustors,2013-06-14,California,Continuous Detonation Engine Combustors,Distributed Generation, ,0.462236,1.0,No,For-profit,0,Pivot,Perish,blank,blank,blank,test only lasted 7s,Patents expired,blank,blank,blank,blank,Perish,,0,5.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
